course_id,name,start_date,end_date,hours,coach_id,branch_id,location,fee,requirement,max_seats,img
300203,Weekend Yoga Advanced Workshop,2025-06-07,2025-08-30,2.0,114839,GY402288,Studio B3,110,Medical clearance needed,20,/images/yoga-1.jpg
300307,Morning Pilates Reformer Program,2025-06-08,2025-08-31,2.0,113953,GY461570,Studio A3,260,Basic fitness required,15,/images/pilates-5.jpg
300233,Evening Cycling Endurance Session,2025-06-08,2025-08-03,2.0,106209,GY418477,Studio A5,270,Age 16+,20,/images/cycling-5.jpg
300389,Afternoon Pilates Group Session,2025-06-08,2025-08-03,2.0,119760,GY279755,Studio C2,150,Age 16+,25,/images/pilates-1.jpg
300425,Afternoon Yoga Hot Program,2025-06-08,2025-08-03,2.0,117451,GY976894,Studio B1,70,Basic fitness required,20,/images/yoga-1.jpg
300083,Weekend Pilates Group Session,2025-06-09,2025-09-01,2.0,129080,GY756241,Studio C4,170,Basic fitness required,15,/images/pilates-5.jpg
300367,Weekend Dance Aerobic Workshop,2025-06-09,2025-08-04,2.0,129657,GY418477,Studio A3,160,Basic fitness required,20,/images/dance-1.jpg
300027,Evening Martial Arts MMA Program,2025-06-09,2025-08-04,2.0,165148,GY468865,Studio B2,80,No experience required,30,/images/martial arts-2.jpg
300276,Evening Dance Zumba Workshop,2025-06-09,2025-08-04,2.0,100406,GY240684,Studio A5,160,No experience required,20,/images/dance-3.jpg
300294,Evening Yoga Prenatal Session,2025-06-09,2025-08-04,2.0,161338,GY418477,Studio A1,190,Basic fitness required,20,/images/yoga-1.jpg
300275,Evening Martial Arts Kickboxing Session,2025-06-09,2025-07-07,2.0,135891,GY827105,Studio A5,90,Medical clearance needed,30,/images/martial arts-4.jpg
300228,Weekend Pilates Reformer Class,2025-06-09,2025-09-01,2.0,121717,GY577604,Studio A1,160,Medical clearance needed,25,/images/pilates-1.jpg
300287,Evening Yoga Beginner Program,2025-06-10,2025-07-08,2.0,141832,GY252688,Studio A2,180,Basic fitness required,20,/images/yoga-5.jpg
300319,Afternoon Cycling Indoor Program,2025-06-10,2025-08-05,2.0,126047,GY810977,Studio C4,270,Basic fitness required,20,/images/cycling-5.jpg
300150,Morning Weightlifting Strength Workshop,2025-06-10,2025-09-02,2.0,134834,GY758125,Studio A3,260,Age 16+,15,/images/weightlifting-4.jpg
300149,Weekend Weightlifting Technique Class,2025-06-10,2025-07-08,2.0,104148,GY539748,Studio A5,230,Age 16+,30,/images/weightlifting-5.jpg
300364,Afternoon Weightlifting Power Class,2025-06-10,2025-07-08,2.0,120775,GY241406,Studio A5,120,Medical clearance needed,20,/images/weightlifting-4.jpg
300429,Evening Pilates Clinical Session,2025-06-10,2025-07-08,2.0,103484,GY700482,Studio A5,290,No experience required,20,/images/pilates-3.jpg
300104,Evening Weightlifting Technique Class,2025-06-11,2025-09-03,2.0,165153,GY549013,Studio A2,220,No experience required,25,/images/weightlifting-2.jpg
300099,Weekend Martial Arts Boxing Session,2025-06-11,2025-08-06,2.0,127396,GY164968,Studio C5,250,Medical clearance needed,20,/images/martial arts-5.jpg
300465,Evening Martial Arts Kickboxing Workshop,2025-06-11,2025-07-09,2.0,143985,GY544821,Studio A5,100,Basic fitness required,25,/images/martial arts-2.jpg
300325,Afternoon Martial Arts Kickboxing Workshop,2025-06-11,2025-09-03,2.0,127006,GY435783,Studio B5,140,Age 16+,25,/images/martial arts-4.jpg
300314,Morning Pilates Mat Class,2025-06-11,2025-07-09,2.0,140010,GY855806,Studio A3,290,Basic fitness required,15,/images/pilates-2.jpg
300012,Afternoon Martial Arts MMA Program,2025-06-11,2025-08-06,2.0,152959,GY051525,Studio A2,160,Basic fitness required,25,/images/martial arts-5.jpg
300005,Evening Cycling Endurance Class,2025-06-11,2025-08-06,2.0,121366,GY254010,Studio B5,140,Basic fitness required,30,/images/cycling-3.jpg
300411,Weekend Weightlifting Strength Session,2025-06-11,2025-09-03,2.0,155301,GY460868,Studio B4,150,No experience required,20,/images/weightlifting-4.jpg
300015,Evening Pilates Clinical Program,2025-06-11,2025-07-09,2.0,111149,GY332801,Studio B4,260,Age 16+,20,/images/pilates-3.jpg
300382,Evening Pilates Clinical Class,2025-06-11,2025-09-03,2.0,135094,GY639695,Studio B3,170,Medical clearance needed,25,/images/pilates-5.jpg
300414,Evening Weightlifting Power Session,2025-06-11,2025-09-03,2.0,105366,GY515955,Studio A5,290,Basic fitness required,15,/images/weightlifting-4.jpg
300432,Evening Martial Arts MMA Workshop,2025-06-12,2025-09-04,2.0,146984,GY811525,Studio A5,60,Age 16+,30,/images/martial arts-1.jpg
300219,Morning Cycling HIIT Session,2025-06-12,2025-09-04,2.0,122440,GY934106,Studio A5,160,Age 16+,20,/images/cycling-4.jpg
300246,Morning Dance Hip-hop Program,2025-06-12,2025-07-10,2.0,142025,GY827291,Studio A1,180,Basic fitness required,20,/images/dance-5.jpg
300078,Evening Yoga Beginner Program,2025-06-12,2025-07-10,2.0,101950,GY855806,Studio C2,250,Age 16+,25,/images/yoga-3.jpg
300270,Weekend Cycling HIIT Session,2025-06-13,2025-07-11,2.0,158730,GY203253,Studio C5,230,Basic fitness required,25,/images/cycling-4.jpg
300200,Evening Martial Arts Boxing Session,2025-06-13,2025-07-11,2.0,122478,GY593944,Studio B3,70,No experience required,25,/images/martial arts-2.jpg
300112,Morning Martial Arts Boxing Class,2025-06-13,2025-09-05,2.0,147294,GY628631,Studio A2,150,Medical clearance needed,20,/images/martial arts-3.jpg
300178,Afternoon Weightlifting Strength Class,2025-06-13,2025-07-11,2.0,131146,GY383917,Studio A2,200,Basic fitness required,15,/images/weightlifting-5.jpg
300441,Evening Weightlifting Olympic Program,2025-06-13,2025-09-05,2.0,123387,GY306120,Studio B2,270,Age 16+,25,/images/weightlifting-5.jpg
300440,Weekend Weightlifting Technique Program,2025-06-13,2025-08-08,2.0,159715,GY962625,Studio C1,130,Medical clearance needed,20,/images/weightlifting-2.jpg
300036,Morning Weightlifting Technique Workshop,2025-06-13,2025-09-05,2.0,124331,GY962625,Studio B5,110,Medical clearance needed,25,/images/weightlifting-2.jpg
300080,Morning Martial Arts Kickboxing Class,2025-06-13,2025-08-08,2.0,118517,GY125224,Studio B2,200,No experience required,20,/images/martial arts-4.jpg
300453,Weekend Pilates Mat Program,2025-06-13,2025-07-11,2.0,160254,GY598203,Studio A1,100,Basic fitness required,15,/images/pilates-4.jpg
300369,Afternoon Cycling Indoor Session,2025-06-13,2025-09-05,2.0,142750,GY145962,Studio A5,90,No experience required,25,/images/cycling-3.jpg
300396,Morning Weightlifting Olympic Program,2025-06-13,2025-09-05,2.0,120272,GY177116,Studio A4,260,Age 16+,30,/images/weightlifting-2.jpg
300042,Evening Pilates Reformer Workshop,2025-06-14,2025-07-12,2.0,141972,GY185749,Studio A1,60,Medical clearance needed,25,/images/pilates-4.jpg
300449,Weekend Yoga Beginner Class,2025-06-14,2025-07-12,2.0,100163,GY268201,Studio B2,130,No experience required,20,/images/yoga-3.jpg
300357,Morning Pilates Mat Session,2025-06-14,2025-09-06,2.0,116309,GY983612,Studio A5,270,Basic fitness required,30,/images/pilates-5.jpg
300226,Afternoon Martial Arts MMA Class,2025-06-14,2025-07-12,2.0,165758,GY597722,Studio C3,220,No experience required,20,/images/martial arts-3.jpg
300224,Evening Yoga Beginner Class,2025-06-14,2025-07-12,2.0,117491,GY597873,Studio C5,100,Medical clearance needed,25,/images/yoga-5.jpg
300466,Afternoon Weightlifting Technique Workshop,2025-06-14,2025-08-09,2.0,148674,GY381068,Studio C2,120,Basic fitness required,20,/images/weightlifting-3.jpg
300163,Afternoon Martial Arts Kickboxing Workshop,2025-06-15,2025-09-07,2.0,125151,GY145962,Studio C5,200,No experience required,20,/images/martial arts-4.jpg
300235,Afternoon Dance Aerobic Class,2025-06-15,2025-07-13,2.0,157449,GY666916,Studio B3,300,No experience required,25,/images/dance-4.jpg
300156,Afternoon Martial Arts Boxing Workshop,2025-06-15,2025-08-10,2.0,157969,GY674814,Studio B4,90,Age 16+,20,/images/martial arts-2.jpg
300032,Afternoon Weightlifting Power Session,2025-06-15,2025-07-13,2.0,118039,GY074409,Studio C2,190,No experience required,15,/images/weightlifting-1.jpg
300252,Weekend Weightlifting Olympic Workshop,2025-06-15,2025-09-07,2.0,139495,GY508075,Studio A3,230,No experience required,25,/images/weightlifting-5.jpg
300345,Afternoon Pilates Reformer Workshop,2025-06-15,2025-08-10,2.0,118570,GY975046,Studio C5,210,No experience required,20,/images/pilates-1.jpg
300238,Evening Dance Zumba Program,2025-06-15,2025-09-07,2.0,140808,GY987472,Studio C5,300,No experience required,25,/images/dance-1.jpg
300249,Evening Martial Arts Kickboxing Program,2025-06-15,2025-08-10,2.0,138844,GY016708,Studio A5,220,Basic fitness required,30,/images/martial arts-4.jpg
300075,Evening Cycling HIIT Class,2025-06-15,2025-08-10,2.0,115942,GY526081,Studio C3,100,No experience required,15,/images/cycling-5.jpg
300082,Weekend Martial Arts Kickboxing Workshop,2025-06-16,2025-09-08,2.0,145813,GY789462,Studio B5,270,Age 16+,20,/images/martial arts-2.jpg
300161,Afternoon Weightlifting Olympic Program,2025-06-16,2025-09-08,2.0,130099,GY304792,Studio C2,240,Medical clearance needed,25,/images/weightlifting-4.jpg
300093,Afternoon Weightlifting Olympic Class,2025-06-16,2025-08-11,2.0,108974,GY492776,Studio A2,290,Age 16+,25,/images/weightlifting-3.jpg
300209,Morning Cycling HIIT Workshop,2025-06-16,2025-09-08,2.0,117046,GY119161,Studio B3,160,Medical clearance needed,30,/images/cycling-3.jpg
300385,Weekend Dance Hip-hop Session,2025-06-16,2025-07-14,2.0,161908,GY610696,Studio B5,60,No experience required,25,/images/dance-4.jpg
300214,Evening Martial Arts Boxing Workshop,2025-06-17,2025-09-09,2.0,142305,GY610752,Studio A4,170,Basic fitness required,25,/images/martial arts-5.jpg
300400,Evening Dance Zumba Class,2025-06-17,2025-08-12,2.0,132665,GY061918,Studio C5,100,Basic fitness required,20,/images/dance-5.jpg
300407,Afternoon Yoga Beginner Class,2025-06-17,2025-08-12,2.0,162680,GY016708,Studio B5,280,No experience required,20,/images/yoga-3.jpg
300448,Afternoon Martial Arts Kickboxing Class,2025-06-18,2025-09-10,2.0,102690,GY707267,Studio B4,170,Age 16+,15,/images/martial arts-2.jpg
300067,Morning Cycling Indoor Session,2025-06-18,2025-07-16,2.0,109535,GY678047,Studio B2,140,Medical clearance needed,25,/images/cycling-1.jpg
300278,Evening Weightlifting Strength Workshop,2025-06-18,2025-09-10,2.0,153422,GY958698,Studio A5,180,Basic fitness required,25,/images/weightlifting-4.jpg
300437,Afternoon Yoga Intermediate Class,2025-06-18,2025-08-13,2.0,135459,GY539748,Studio B5,210,Medical clearance needed,20,/images/yoga-5.jpg
300467,Weekend Yoga Hot Workshop,2025-06-18,2025-07-16,2.0,161909,GY628211,Studio A3,170,No experience required,20,/images/yoga-2.jpg
300269,Morning Dance Zumba Class,2025-06-19,2025-09-11,2.0,140158,GY697601,Studio B3,190,Basic fitness required,30,/images/dance-5.jpg
300452,Weekend Pilates Reformer Program,2025-06-19,2025-09-11,2.0,166280,GY238305,Studio C2,160,Age 16+,20,/images/pilates-3.jpg
300206,Evening Yoga Intermediate Program,2025-06-19,2025-07-17,2.0,108981,GY038952,Studio B1,180,Basic fitness required,25,/images/yoga-3.jpg
300298,Weekend Dance Aerobic Class,2025-06-19,2025-07-17,2.0,166008,GY092917,Studio B3,170,No experience required,30,/images/dance-5.jpg
300048,Afternoon Weightlifting Technique Session,2025-06-20,2025-09-12,2.0,104367,GY648484,Studio A4,110,No experience required,25,/images/weightlifting-2.jpg
300489,Afternoon Martial Arts MMA Class,2025-06-20,2025-09-12,2.0,104429,GY356349,Studio B2,60,Medical clearance needed,20,/images/martial arts-4.jpg
300446,Morning Pilates Group Program,2025-06-20,2025-09-12,2.0,169370,GY070738,Studio B2,80,Age 16+,30,/images/pilates-2.jpg
300455,Morning Cycling Indoor Class,2025-06-20,2025-08-15,2.0,107065,GY550665,Studio B4,110,Age 16+,30,/images/cycling-4.jpg
300084,Morning Pilates Reformer Program,2025-06-20,2025-08-15,2.0,156049,GY393015,Studio C2,210,No experience required,15,/images/pilates-4.jpg
300303,Afternoon Martial Arts Kickboxing Class,2025-06-20,2025-07-18,2.0,169003,GY468865,Studio B1,280,Basic fitness required,30,/images/martial arts-2.jpg
300106,Weekend Martial Arts Kickboxing Program,2025-06-21,2025-08-16,2.0,124102,GY398041,Studio B1,300,No experience required,20,/images/martial arts-3.jpg
300493,Weekend Martial Arts Boxing Program,2025-06-21,2025-09-13,2.0,169650,GY484389,Studio A5,270,Basic fitness required,20,/images/martial arts-3.jpg
300496,Afternoon Cycling HIIT Session,2025-06-21,2025-07-19,2.0,131799,GY816185,Studio C4,70,No experience required,20,/images/cycling-3.jpg
300179,Evening Pilates Mat Session,2025-06-21,2025-09-13,2.0,166565,GY031351,Studio B3,250,Age 16+,25,/images/pilates-2.jpg
300100,Evening Weightlifting Power Program,2025-06-21,2025-07-19,2.0,160790,GY352439,Studio A2,160,Medical clearance needed,30,/images/weightlifting-3.jpg
300295,Afternoon Martial Arts Kickboxing Workshop,2025-06-21,2025-07-19,2.0,146779,GY983612,Studio C3,220,Basic fitness required,20,/images/martial arts-3.jpg
300405,Afternoon Weightlifting Power Workshop,2025-06-21,2025-07-19,2.0,150304,GY806823,Studio A4,240,Basic fitness required,20,/images/weightlifting-2.jpg
300430,Morning Cycling Indoor Class,2025-06-21,2025-07-19,2.0,106427,GY265446,Studio B3,120,Medical clearance needed,20,/images/cycling-3.jpg
300266,Afternoon Dance Aerobic Class,2025-06-21,2025-09-13,2.0,164932,GY544543,Studio B1,180,Basic fitness required,15,/images/dance-1.jpg
300384,Weekend Yoga Prenatal Class,2025-06-21,2025-09-13,2.0,128636,GY267185,Studio A2,260,Medical clearance needed,15,/images/yoga-4.jpg
300242,Evening Yoga Hot Program,2025-06-22,2025-07-20,2.0,153006,GY138463,Studio C5,120,Medical clearance needed,20,/images/yoga-1.jpg
300395,Afternoon Martial Arts Kickboxing Class,2025-06-22,2025-07-20,2.0,127519,GY655481,Studio B4,160,Basic fitness required,15,/images/martial arts-4.jpg
300114,Evening Pilates Clinical Class,2025-06-22,2025-07-20,2.0,157298,GY843590,Studio C1,270,Age 16+,30,/images/pilates-1.jpg
300483,Evening Martial Arts MMA Workshop,2025-06-22,2025-09-14,2.0,156004,GY209138,Studio A1,60,Basic fitness required,20,/images/martial arts-3.jpg
300472,Morning Cycling Endurance Session,2025-06-22,2025-09-14,2.0,164721,GY959367,Studio A5,80,Medical clearance needed,20,/images/cycling-4.jpg
300144,Morning Cycling HIIT Session,2025-06-22,2025-09-14,2.0,129678,GY357259,Studio B5,280,Age 16+,15,/images/cycling-1.jpg
300348,Weekend Pilates Group Program,2025-06-22,2025-07-20,2.0,130515,GY707901,Studio B1,290,Age 16+,25,/images/pilates-2.jpg
300140,Morning Dance Aerobic Program,2025-06-23,2025-09-15,2.0,105283,GY707901,Studio A4,240,Medical clearance needed,20,/images/dance-4.jpg
300260,Afternoon Pilates Reformer Session,2025-06-23,2025-08-18,2.0,157703,GY186720,Studio A2,220,Age 16+,20,/images/pilates-5.jpg
300304,Evening Cycling Endurance Workshop,2025-06-23,2025-09-15,2.0,112637,GY643791,Studio A3,180,No experience required,30,/images/cycling-3.jpg
300381,Evening Dance Aerobic Session,2025-06-23,2025-08-18,2.0,135741,GY240978,Studio C1,280,No experience required,15,/images/dance-5.jpg
300030,Weekend Dance Aerobic Class,2025-06-23,2025-07-21,2.0,162139,GY279755,Studio C1,100,No experience required,20,/images/dance-2.jpg
300324,Afternoon Martial Arts Boxing Class,2025-06-23,2025-09-15,2.0,165379,GY279755,Studio B2,290,Age 16+,20,/images/martial arts-3.jpg
300391,Afternoon Dance Hip-hop Program,2025-06-24,2025-09-16,2.0,100693,GY023071,Studio B1,180,No experience required,20,/images/dance-4.jpg
300329,Morning Cycling HIIT Session,2025-06-24,2025-09-16,2.0,126573,GY789462,Studio B1,190,Medical clearance needed,20,/images/cycling-3.jpg
300476,Morning Weightlifting Power Program,2025-06-24,2025-08-19,2.0,118483,GY033706,Studio C1,230,Age 16+,30,/images/weightlifting-4.jpg
300059,Morning Dance Hip-hop Class,2025-06-24,2025-07-22,2.0,139989,GY392848,Studio A5,250,Basic fitness required,30,/images/dance-3.jpg
300450,Morning Dance Aerobic Workshop,2025-06-24,2025-09-16,2.0,104443,GY359994,Studio A5,290,No experience required,20,/images/dance-1.jpg
300370,Morning Dance Zumba Workshop,2025-06-25,2025-08-20,2.0,162490,GY325258,Studio A3,140,Basic fitness required,25,/images/dance-1.jpg
300195,Morning Pilates Reformer Session,2025-06-25,2025-09-17,2.0,111076,GY172723,Studio C3,190,No experience required,20,/images/pilates-1.jpg
300499,Evening Weightlifting Power Workshop,2025-06-25,2025-09-17,2.0,141209,GY366143,Studio C5,220,Medical clearance needed,20,/images/weightlifting-4.jpg
300090,Weekend Weightlifting Strength Program,2025-06-26,2025-07-24,2.0,101348,GY551278,Studio B3,290,Basic fitness required,20,/images/weightlifting-1.jpg
300122,Evening Weightlifting Technique Class,2025-06-26,2025-08-21,2.0,126578,GY435783,Studio A4,60,No experience required,25,/images/weightlifting-2.jpg
300316,Afternoon Dance Zumba Program,2025-06-26,2025-07-24,2.0,142294,GY649862,Studio B1,80,Medical clearance needed,20,/images/dance-5.jpg
300118,Weekend Dance Hip-hop Class,2025-06-26,2025-09-18,2.0,118464,GY158382,Studio B4,60,No experience required,20,/images/dance-5.jpg
300115,Afternoon Cycling Indoor Class,2025-06-26,2025-08-21,2.0,162531,GY365485,Studio B4,270,Basic fitness required,25,/images/cycling-3.jpg
