course_id,name,start_date,end_date,start_time,end_time,hours,coach_id,branch_id,location,fee,requirement,max_seats,img
300247,Evening Dance Hip-hop Program,2025-05-30,2025-08-22,09:00,11:00,2.0,101213,96,Studio B2,240,No experience required,20,/images/dance-5.jpg
300104,Evening Dance Hip-hop Program,2025-05-30,2025-06-27,19:00,21:00,2.0,100301,137,Studio A5,260,Age 16+,20,/images/dance-2.jpg
300036,Weekend Yoga Beginner Program,2025-05-30,2025-06-27,14:00,16:00,2.0,102154,126,Studio C5,120,Age 16+,15,/images/yoga-1.jpg
300000,Evening Cycling Endurance Workshop,2025-05-30,2025-06-27,09:00,11:00,2.0,102043,368,Studio A3,260,Medical clearance needed,25,/images/cycling-4.jpg
300395,Morning Yoga Hot Workshop,2025-05-30,2025-06-27,09:00,11:00,2.0,100054,147,Studio A2,180,No experience required,25,/images/yoga-1.jpg
300439,Weekend Cycling Endurance Class,2025-05-31,2025-08-23,18:00,20:00,2.0,102311,147,Studio B2,220,Basic fitness required,20,/images/cycling-3.jpg
300291,Morning Martial Arts Kickboxing Class,2025-05-31,2025-08-23,18:00,20:00,2.0,101297,464,Studio C1,230,Age 16+,20,/images/martial arts-3.jpg
300132,Afternoon Dance Zumba Session,2025-05-31,2025-08-23,19:00,21:00,2.0,101179,148,Studio C1,150,No experience required,20,/images/dance-1.jpg
300157,Weekend Martial Arts Kickboxing Workshop,2025-05-31,2025-07-26,09:00,11:00,2.0,101902,139,Studio A3,80,Medical clearance needed,30,/images/martial arts-1.jpg
300155,Afternoon Yoga Advanced Program,2025-05-31,2025-07-26,19:00,21:00,2.0,101982,456,Studio A3,90,No experience required,20,/images/yoga-5.jpg
300316,Afternoon Cycling Indoor Workshop,2025-05-31,2025-06-28,18:00,20:00,2.0,101888,32,Studio C5,250,No experience required,25,/images/cycling-1.jpg
300487,Morning Yoga Advanced Class,2025-05-31,2025-08-23,14:00,16:00,2.0,100929,430,Studio C4,260,Age 16+,20,/images/yoga-1.jpg
300231,Morning Dance Zumba Workshop,2025-05-31,2025-06-28,09:00,11:00,2.0,100277,237,Studio B5,270,No experience required,20,/images/dance-3.jpg
300425,Weekend Yoga Prenatal Program,2025-05-31,2025-07-26,18:00,20:00,2.0,101600,286,Studio A3,90,Basic fitness required,15,/images/yoga-5.jpg
300209,Afternoon Pilates Mat Workshop,2025-06-01,2025-06-29,09:00,11:00,2.0,102852,203,Studio B2,220,Medical clearance needed,25,/images/pilates-4.jpg
300072,Afternoon Cycling HIIT Session,2025-06-01,2025-06-29,19:00,21:00,2.0,102184,173,Studio A3,290,No experience required,20,/images/cycling-4.jpg
300113,Morning Pilates Group Session,2025-06-01,2025-06-29,09:00,11:00,2.0,100936,91,Studio C4,80,Basic fitness required,25,/images/pilates-5.jpg
300162,Weekend Cycling Indoor Workshop,2025-06-02,2025-08-25,18:00,20:00,2.0,102426,200,Studio B5,190,No experience required,20,/images/cycling-2.jpg
300227,Evening Pilates Reformer Program,2025-06-02,2025-08-25,09:00,11:00,2.0,101902,340,Studio B2,60,Age 16+,20,/images/pilates-4.jpg
300314,Morning Martial Arts MMA Class,2025-06-02,2025-08-25,18:00,20:00,2.0,100777,248,Studio A1,150,Medical clearance needed,30,/images/martial arts-1.jpg
300311,Afternoon Dance Hip-hop Session,2025-06-02,2025-06-30,18:00,20:00,2.0,101338,38,Studio B3,100,Age 16+,25,/images/dance-1.jpg
300445,Evening Dance Zumba Session,2025-06-02,2025-08-25,14:00,16:00,2.0,101117,394,Studio C5,250,Basic fitness required,20,/images/dance-3.jpg
300373,Weekend Dance Zumba Class,2025-06-03,2025-07-01,19:00,21:00,2.0,102338,260,Studio A1,250,No experience required,30,/images/dance-2.jpg
300175,Evening Martial Arts Boxing Session,2025-06-03,2025-08-26,18:00,20:00,2.0,100054,475,Studio A2,300,Basic fitness required,25,/images/martial arts-5.jpg
300263,Afternoon Dance Hip-hop Session,2025-06-03,2025-08-26,09:00,11:00,2.0,100396,216,Studio A5,230,Medical clearance needed,15,/images/dance-1.jpg
300024,Morning Dance Aerobic Program,2025-06-03,2025-07-29,18:00,20:00,2.0,102606,213,Studio A2,120,No experience required,30,/images/dance-3.jpg
300387,Morning Dance Hip-hop Session,2025-06-03,2025-07-01,14:00,16:00,2.0,102659,329,Studio B2,220,Age 16+,25,/images/dance-5.jpg
300324,Weekend Yoga Beginner Session,2025-06-03,2025-07-01,18:00,20:00,2.0,102902,125,Studio C2,50,Age 16+,20,/images/yoga-3.jpg
300023,Weekend Dance Zumba Session,2025-06-04,2025-07-02,18:00,20:00,2.0,101387,476,Studio A2,230,No experience required,20,/images/dance-2.jpg
300062,Morning Pilates Clinical Class,2025-06-04,2025-08-27,18:00,20:00,2.0,101530,448,Studio C5,80,No experience required,25,/images/pilates-2.jpg
300147,Weekend Yoga Hot Class,2025-06-04,2025-07-02,19:00,21:00,2.0,101398,357,Studio C2,200,Age 16+,25,/images/yoga-5.jpg
300399,Morning Pilates Clinical Workshop,2025-06-04,2025-08-27,18:00,20:00,2.0,102549,95,Studio C2,250,Medical clearance needed,15,/images/pilates-3.jpg
300264,Morning Pilates Group Class,2025-06-05,2025-07-03,18:00,20:00,2.0,101709,102,Studio C3,90,No experience required,20,/images/pilates-2.jpg
300174,Morning Weightlifting Strength Program,2025-06-05,2025-08-28,09:00,11:00,2.0,102963,224,Studio C2,290,Age 16+,20,/images/weightlifting-4.jpg
300257,Weekend Cycling Endurance Program,2025-06-05,2025-07-03,09:00,11:00,2.0,102463,355,Studio A3,240,Medical clearance needed,25,/images/cycling-3.jpg
300112,Afternoon Pilates Clinical Workshop,2025-06-05,2025-08-28,14:00,16:00,2.0,101434,280,Studio C5,250,No experience required,25,/images/pilates-2.jpg
300272,Afternoon Cycling HIIT Program,2025-06-05,2025-07-03,18:00,20:00,2.0,102691,92,Studio B3,300,Age 16+,30,/images/cycling-5.jpg
300217,Weekend Cycling Indoor Workshop,2025-06-06,2025-08-29,19:00,21:00,2.0,101311,3,Studio A5,240,No experience required,25,/images/cycling-4.jpg
300456,Afternoon Weightlifting Power Program,2025-06-06,2025-08-01,19:00,21:00,2.0,102549,342,Studio A5,290,No experience required,20,/images/weightlifting-4.jpg
300361,Evening Pilates Mat Program,2025-06-06,2025-07-04,09:00,11:00,2.0,101186,196,Studio C1,180,No experience required,20,/images/pilates-5.jpg
300022,Weekend Weightlifting Technique Session,2025-06-06,2025-07-04,09:00,11:00,2.0,101322,233,Studio B4,200,Age 16+,15,/images/weightlifting-2.jpg
300375,Afternoon Martial Arts Kickboxing Class,2025-06-07,2025-08-30,14:00,16:00,2.0,102001,399,Studio B3,190,No experience required,15,/images/martial arts-1.jpg
300225,Evening Yoga Beginner Program,2025-06-07,2025-07-05,09:00,11:00,2.0,101218,266,Studio A3,80,Basic fitness required,20,/images/yoga-3.jpg
300370,Weekend Dance Hip-hop Workshop,2025-06-07,2025-08-30,18:00,20:00,2.0,102963,230,Studio C4,220,Age 16+,25,/images/dance-5.jpg
300318,Evening Weightlifting Power Session,2025-06-07,2025-08-02,19:00,21:00,2.0,101902,493,Studio B3,170,Basic fitness required,20,/images/weightlifting-3.jpg
300382,Weekend Weightlifting Power Workshop,2025-06-07,2025-08-30,14:00,16:00,2.0,102609,393,Studio A3,250,Age 16+,15,/images/weightlifting-3.jpg
300160,Afternoon Yoga Advanced Session,2025-06-07,2025-08-02,09:00,11:00,2.0,102161,412,Studio A2,90,No experience required,15,/images/yoga-1.jpg
300213,Evening Dance Hip-hop Program,2025-06-08,2025-07-06,19:00,21:00,2.0,100600,166,Studio A2,90,Basic fitness required,25,/images/dance-5.jpg
300002,Weekend Martial Arts Kickboxing Workshop,2025-06-09,2025-07-07,18:00,20:00,2.0,101481,274,Studio C1,220,No experience required,30,/images/martial arts-1.jpg
300492,Morning Weightlifting Olympic Workshop,2025-06-09,2025-07-07,09:00,11:00,2.0,101160,326,Studio A1,150,Basic fitness required,20,/images/weightlifting-1.jpg
300141,Weekend Dance Zumba Program,2025-06-09,2025-08-04,09:00,11:00,2.0,102744,232,Studio A2,280,Basic fitness required,30,/images/dance-2.jpg
300096,Morning Dance Zumba Program,2025-06-10,2025-07-08,14:00,16:00,2.0,102403,346,Studio C5,230,Age 16+,25,/images/dance-4.jpg
300372,Weekend Cycling Indoor Program,2025-06-11,2025-07-09,18:00,20:00,2.0,101825,454,Studio B4,220,Basic fitness required,20,/images/cycling-3.jpg
300199,Afternoon Martial Arts MMA Workshop,2025-06-11,2025-07-09,14:00,16:00,2.0,101324,114,Studio A4,160,Age 16+,30,/images/martial arts-5.jpg
300406,Evening Dance Aerobic Session,2025-06-11,2025-09-03,09:00,11:00,2.0,102956,469,Studio A2,160,No experience required,15,/images/dance-2.jpg
300110,Afternoon Dance Aerobic Class,2025-06-11,2025-08-06,09:00,11:00,2.0,100929,279,Studio B5,160,Medical clearance needed,15,/images/dance-5.jpg
300138,Afternoon Pilates Mat Program,2025-06-12,2025-09-04,18:00,20:00,2.0,101907,480,Studio C1,210,Age 16+,30,/images/pilates-3.jpg
300302,Morning Yoga Beginner Workshop,2025-06-12,2025-08-07,14:00,16:00,2.0,100722,294,Studio C4,70,Medical clearance needed,20,/images/yoga-2.jpg
300019,Afternoon Yoga Intermediate Program,2025-06-12,2025-09-04,19:00,21:00,2.0,102289,201,Studio B4,60,No experience required,20,/images/yoga-4.jpg
300034,Evening Yoga Advanced Workshop,2025-06-13,2025-07-11,18:00,20:00,2.0,102163,246,Studio C2,80,Medical clearance needed,20,/images/yoga-2.jpg
300350,Afternoon Weightlifting Strength Session,2025-06-13,2025-08-08,14:00,16:00,2.0,101765,268,Studio A4,270,Medical clearance needed,15,/images/weightlifting-2.jpg
300001,Weekend Dance Zumba Workshop,2025-06-13,2025-08-08,14:00,16:00,2.0,100588,244,Studio C4,120,No experience required,20,/images/dance-5.jpg
300153,Morning Cycling HIIT Program,2025-06-13,2025-07-11,19:00,21:00,2.0,100929,171,Studio C5,300,Medical clearance needed,25,/images/cycling-2.jpg
300074,Morning Cycling Indoor Workshop,2025-06-13,2025-07-11,14:00,16:00,2.0,101990,309,Studio A5,250,Basic fitness required,30,/images/cycling-1.jpg
300397,Morning Dance Hip-hop Workshop,2025-06-14,2025-07-12,19:00,21:00,2.0,101121,350,Studio A1,260,Basic fitness required,20,/images/dance-5.jpg
300386,Afternoon Weightlifting Strength Class,2025-06-14,2025-07-12,18:00,20:00,2.0,102101,448,Studio A5,100,Medical clearance needed,20,/images/weightlifting-2.jpg
300450,Afternoon Dance Zumba Class,2025-06-14,2025-08-09,18:00,20:00,2.0,101035,338,Studio B1,240,Basic fitness required,20,/images/dance-5.jpg
300216,Weekend Weightlifting Technique Class,2025-06-14,2025-09-06,18:00,20:00,2.0,102160,336,Studio B3,140,Basic fitness required,20,/images/weightlifting-3.jpg
300005,Weekend Cycling Endurance Session,2025-06-14,2025-09-06,19:00,21:00,2.0,102402,342,Studio B3,160,Basic fitness required,20,/images/cycling-5.jpg
300030,Weekend Cycling Indoor Workshop,2025-06-14,2025-08-09,14:00,16:00,2.0,102042,86,Studio C3,190,No experience required,20,/images/cycling-2.jpg
300065,Weekend Martial Arts MMA Class,2025-06-15,2025-07-13,14:00,16:00,2.0,101483,318,Studio A5,80,No experience required,20,/images/martial arts-5.jpg
300274,Afternoon Cycling Indoor Class,2025-06-15,2025-08-10,09:00,11:00,2.0,102463,136,Studio B5,170,Medical clearance needed,20,/images/cycling-3.jpg
300306,Afternoon Dance Zumba Workshop,2025-06-15,2025-08-10,18:00,20:00,2.0,102055,22,Studio B4,50,Age 16+,25,/images/dance-5.jpg
300206,Weekend Weightlifting Olympic Session,2025-06-15,2025-08-10,18:00,20:00,2.0,100732,293,Studio A4,150,Age 16+,20,/images/weightlifting-2.jpg
300389,Morning Dance Hip-hop Program,2025-06-16,2025-07-14,18:00,20:00,2.0,102779,141,Studio B1,170,Age 16+,15,/images/dance-4.jpg
300040,Evening Cycling Indoor Session,2025-06-16,2025-09-08,18:00,20:00,2.0,102740,497,Studio B2,120,No experience required,25,/images/cycling-3.jpg
300410,Afternoon Martial Arts MMA Workshop,2025-06-16,2025-09-08,18:00,20:00,2.0,100081,441,Studio A5,240,Basic fitness required,20,/images/martial arts-2.jpg
300321,Weekend Cycling Indoor Session,2025-06-16,2025-07-14,14:00,16:00,2.0,101952,334,Studio C5,60,Medical clearance needed,30,/images/cycling-4.jpg
300392,Morning Dance Hip-hop Class,2025-06-16,2025-07-14,09:00,11:00,2.0,102764,330,Studio C4,190,No experience required,20,/images/dance-1.jpg
300327,Weekend Cycling Endurance Class,2025-06-17,2025-07-15,19:00,21:00,2.0,100736,149,Studio B1,160,Medical clearance needed,30,/images/cycling-1.jpg
300371,Evening Yoga Advanced Session,2025-06-17,2025-09-09,09:00,11:00,2.0,100251,108,Studio A4,170,Basic fitness required,20,/images/yoga-5.jpg
300458,Morning Martial Arts MMA Session,2025-06-17,2025-07-15,18:00,20:00,2.0,100806,107,Studio B5,220,Basic fitness required,20,/images/martial arts-2.jpg
300289,Afternoon Yoga Intermediate Session,2025-06-17,2025-07-15,19:00,21:00,2.0,102869,79,Studio B3,240,Medical clearance needed,30,/images/yoga-2.jpg
300114,Weekend Pilates Mat Program,2025-06-17,2025-08-12,18:00,20:00,2.0,100267,380,Studio B4,230,Basic fitness required,30,/images/pilates-4.jpg
300143,Morning Martial Arts Kickboxing Program,2025-06-17,2025-08-12,18:00,20:00,2.0,100974,342,Studio B3,200,Medical clearance needed,30,/images/martial arts-3.jpg
300178,Weekend Yoga Hot Class,2025-06-17,2025-09-09,09:00,11:00,2.0,102949,83,Studio A3,70,Basic fitness required,30,/images/yoga-5.jpg
300496,Afternoon Cycling Endurance Class,2025-06-17,2025-09-09,18:00,20:00,2.0,100503,487,Studio C1,220,Age 16+,15,/images/cycling-1.jpg
300205,Afternoon Pilates Group Program,2025-06-18,2025-08-13,14:00,16:00,2.0,102160,131,Studio A5,260,Age 16+,20,/images/pilates-5.jpg
300081,Weekend Pilates Group Program,2025-06-18,2025-07-16,19:00,21:00,2.0,101863,14,Studio C3,250,Medical clearance needed,15,/images/pilates-5.jpg
300267,Evening Cycling Indoor Program,2025-06-19,2025-09-11,09:00,11:00,2.0,102103,401,Studio A5,250,No experience required,30,/images/cycling-4.jpg
300345,Afternoon Cycling Indoor Class,2025-06-19,2025-08-14,14:00,16:00,2.0,102768,165,Studio B2,290,Age 16+,20,/images/cycling-2.jpg
300245,Morning Yoga Advanced Program,2025-06-19,2025-07-17,18:00,20:00,2.0,100125,72,Studio A3,260,Basic fitness required,20,/images/yoga-3.jpg
300358,Evening Yoga Prenatal Session,2025-06-19,2025-07-17,14:00,16:00,2.0,102402,117,Studio A1,50,Age 16+,15,/images/yoga-5.jpg
300192,Morning Weightlifting Olympic Workshop,2025-06-19,2025-08-14,09:00,11:00,2.0,100356,307,Studio A5,140,Age 16+,30,/images/weightlifting-5.jpg
300070,Morning Martial Arts Boxing Class,2025-06-19,2025-08-14,09:00,11:00,2.0,102879,105,Studio A3,290,Medical clearance needed,20,/images/martial arts-3.jpg
300229,Morning Cycling Endurance Class,2025-06-20,2025-07-18,14:00,16:00,2.0,102852,93,Studio C1,280,Basic fitness required,15,/images/cycling-2.jpg
300431,Morning Martial Arts Boxing Workshop,2025-06-20,2025-08-15,14:00,16:00,2.0,102520,315,Studio A3,210,Medical clearance needed,20,/images/martial arts-5.jpg
300250,Evening Yoga Hot Class,2025-06-20,2025-08-15,19:00,21:00,2.0,102163,457,Studio B3,150,Age 16+,25,/images/yoga-4.jpg
300184,Weekend Yoga Advanced Class,2025-06-20,2025-07-18,14:00,16:00,2.0,102867,36,Studio C2,60,No experience required,20,/images/yoga-2.jpg
300129,Morning Dance Zumba Session,2025-06-20,2025-07-18,18:00,20:00,2.0,100251,154,Studio C5,260,No experience required,25,/images/dance-3.jpg
300012,Weekend Pilates Reformer Program,2025-06-20,2025-09-12,19:00,21:00,2.0,102163,170,Studio C1,160,Age 16+,20,/images/pilates-5.jpg
300033,Afternoon Weightlifting Power Session,2025-06-20,2025-07-18,14:00,16:00,2.0,102070,318,Studio C2,70,Age 16+,25,/images/weightlifting-3.jpg
300480,Evening Pilates Mat Class,2025-06-20,2025-09-12,14:00,16:00,2.0,101512,209,Studio C2,230,Basic fitness required,30,/images/pilates-4.jpg
300497,Weekend Martial Arts Boxing Workshop,2025-06-20,2025-08-15,14:00,16:00,2.0,102789,113,Studio C3,220,Medical clearance needed,25,/images/martial arts-2.jpg
300125,Evening Pilates Reformer Workshop,2025-06-21,2025-07-19,19:00,21:00,2.0,102184,302,Studio B1,50,Age 16+,30,/images/pilates-5.jpg
300164,Weekend Weightlifting Technique Session,2025-06-21,2025-09-13,14:00,16:00,2.0,102744,271,Studio A4,130,Medical clearance needed,30,/images/weightlifting-3.jpg
300473,Weekend Yoga Hot Session,2025-06-21,2025-08-16,14:00,16:00,2.0,101467,370,Studio B2,90,Age 16+,15,/images/yoga-5.jpg
300076,Morning Dance Zumba Workshop,2025-06-21,2025-09-13,09:00,11:00,2.0,101491,364,Studio C2,60,Basic fitness required,20,/images/dance-1.jpg
300134,Afternoon Yoga Hot Program,2025-06-21,2025-07-19,14:00,16:00,2.0,102879,378,Studio A3,130,Medical clearance needed,20,/images/yoga-3.jpg
300204,Weekend Dance Aerobic Program,2025-06-21,2025-07-19,19:00,21:00,2.0,102477,153,Studio B5,250,Age 16+,30,/images/dance-2.jpg
300446,Evening Pilates Clinical Workshop,2025-06-21,2025-08-16,14:00,16:00,2.0,102202,195,Studio A1,230,Age 16+,20,/images/pilates-4.jpg
300167,Afternoon Yoga Beginner Session,2025-06-21,2025-07-19,19:00,21:00,2.0,100328,254,Studio A2,130,Age 16+,15,/images/yoga-4.jpg
300360,Morning Cycling HIIT Class,2025-06-21,2025-09-13,09:00,11:00,2.0,100777,435,Studio C1,140,No experience required,25,/images/cycling-3.jpg
300054,Weekend Weightlifting Strength Class,2025-06-22,2025-08-17,14:00,16:00,2.0,101630,172,Studio A3,170,Age 16+,15,/images/weightlifting-4.jpg
300148,Evening Pilates Group Program,2025-06-22,2025-07-20,09:00,11:00,2.0,102918,313,Studio B4,130,Age 16+,25,/images/pilates-3.jpg
300051,Weekend Martial Arts Kickboxing Workshop,2025-06-22,2025-07-20,19:00,21:00,2.0,101543,163,Studio B4,260,Age 16+,25,/images/martial arts-4.jpg
300107,Evening Yoga Prenatal Class,2025-06-22,2025-07-20,14:00,16:00,2.0,100345,118,Studio C5,240,Age 16+,20,/images/yoga-1.jpg
300092,Evening Martial Arts Boxing Class,2025-06-23,2025-09-15,09:00,11:00,2.0,101515,453,Studio C2,220,Medical clearance needed,30,/images/martial arts-5.jpg
300331,Evening Cycling Indoor Program,2025-06-23,2025-09-15,14:00,16:00,2.0,101415,28,Studio A3,190,Age 16+,20,/images/cycling-1.jpg
300452,Evening Yoga Beginner Class,2025-06-23,2025-07-21,09:00,11:00,2.0,102138,66,Studio B3,280,Medical clearance needed,20,/images/yoga-4.jpg
300221,Morning Weightlifting Technique Program,2025-06-23,2025-08-18,18:00,20:00,2.0,102090,185,Studio B4,180,Medical clearance needed,25,/images/weightlifting-4.jpg
300140,Weekend Pilates Clinical Class,2025-06-23,2025-08-18,19:00,21:00,2.0,102296,240,Studio B3,150,Basic fitness required,30,/images/pilates-4.jpg
300078,Morning Pilates Clinical Class,2025-06-24,2025-09-16,14:00,16:00,2.0,102477,64,Studio A3,60,Basic fitness required,20,/images/pilates-1.jpg
300121,Weekend Dance Aerobic Class,2025-06-24,2025-08-19,14:00,16:00,2.0,101121,329,Studio B3,50,Basic fitness required,15,/images/dance-5.jpg
300198,Weekend Dance Hip-hop Workshop,2025-06-24,2025-09-16,19:00,21:00,2.0,102659,19,Studio B4,160,No experience required,25,/images/dance-5.jpg
300008,Morning Pilates Reformer Program,2025-06-24,2025-09-16,09:00,11:00,2.0,101035,317,Studio B2,140,Basic fitness required,15,/images/pilates-5.jpg
300356,Afternoon Dance Zumba Session,2025-06-24,2025-07-22,19:00,21:00,2.0,101874,63,Studio C5,300,Age 16+,20,/images/dance-5.jpg
300118,Weekend Cycling Indoor Workshop,2025-06-24,2025-09-16,14:00,16:00,2.0,102154,361,Studio C1,180,Basic fitness required,30,/images/cycling-4.jpg
300495,Evening Cycling Endurance Workshop,2025-06-25,2025-08-20,18:00,20:00,2.0,102744,254,Studio B2,70,Basic fitness required,25,/images/cycling-5.jpg
300079,Weekend Cycling Indoor Program,2025-06-25,2025-08-20,09:00,11:00,2.0,101806,429,Studio C1,120,Age 16+,25,/images/cycling-5.jpg
300240,Weekend Pilates Clinical Workshop,2025-06-25,2025-08-20,09:00,11:00,2.0,100259,12,Studio B4,290,Medical clearance needed,30,/images/pilates-3.jpg
300159,Morning Pilates Group Program,2025-06-26,2025-07-24,18:00,20:00,2.0,101297,378,Studio B2,300,Basic fitness required,25,/images/pilates-1.jpg
300325,Morning Cycling Indoor Program,2025-06-26,2025-07-24,09:00,11:00,2.0,102520,473,Studio B5,280,No experience required,15,/images/cycling-3.jpg
300091,Weekend Martial Arts MMA Program,2025-06-26,2025-09-18,18:00,20:00,2.0,101434,180,Studio C5,170,Medical clearance needed,20,/images/martial arts-3.jpg
300010,Morning Cycling Endurance Program,2025-06-26,2025-08-21,14:00,16:00,2.0,101481,496,Studio A4,240,No experience required,25,/images/cycling-4.jpg
300437,Afternoon Martial Arts Kickboxing Program,2025-06-26,2025-08-21,09:00,11:00,2.0,101918,301,Studio C3,270,Basic fitness required,30,/images/martial arts-5.jpg
300233,Afternoon Pilates Reformer Session,2025-06-26,2025-09-18,19:00,21:00,2.0,101952,81,Studio B2,230,Age 16+,20,/images/pilates-1.jpg
300337,Afternoon Yoga Prenatal Class,2025-06-26,2025-07-24,09:00,11:00,2.0,101501,15,Studio B4,120,No experience required,20,/images/yoga-2.jpg
300292,Afternoon Martial Arts Kickboxing Session,2025-06-26,2025-09-18,19:00,21:00,2.0,100647,338,Studio B1,60,Medical clearance needed,15,/images/martial arts-1.jpg
300106,Weekend Dance Zumba Class,2025-06-27,2025-08-22,14:00,16:00,2.0,101715,253,Studio A4,130,Medical clearance needed,20,/images/dance-5.jpg
300171,Evening Cycling Endurance Program,2025-06-27,2025-08-22,18:00,20:00,2.0,100251,312,Studio C2,170,Basic fitness required,20,/images/cycling-5.jpg
300139,Evening Weightlifting Power Workshop,2025-06-27,2025-07-25,18:00,20:00,2.0,102070,189,Studio A1,170,Age 16+,30,/images/weightlifting-4.jpg
300353,Morning Cycling Indoor Session,2025-06-28,2025-09-20,09:00,11:00,2.0,102070,86,Studio A3,160,Age 16+,25,/images/cycling-5.jpg
300187,Weekend Cycling HIIT Workshop,2025-06-28,2025-08-23,09:00,11:00,2.0,101825,93,Studio C2,160,No experience required,15,/images/cycling-3.jpg
300365,Weekend Pilates Reformer Workshop,2025-06-28,2025-07-26,14:00,16:00,2.0,100669,230,Studio A4,180,No experience required,25,/images/pilates-3.jpg
300032,Morning Dance Hip-hop Workshop,2025-06-28,2025-09-20,14:00,16:00,2.0,102963,96,Studio B1,190,Medical clearance needed,30,/images/dance-5.jpg
300282,Evening Dance Hip-hop Session,2025-06-28,2025-09-20,14:00,16:00,2.0,101309,86,Studio C2,100,Age 16+,20,/images/dance-3.jpg
